Tipo via,Via,Codice via,count
VIA,SCALVINI GIOVITA,1265.0,1.0
VIA,SCANINI ALESSANDRO,6755.0,1.0
VIA,SCARLATTI DOMENICO,2136.0,2.0
VIA,SCARPA ANTONIO,6191.0,1.0
VIA,SCHIAPARELLI GIOVANNI,1211.0,3.0
VIA,SCIESA AMATORE,3072.0,3.0
VIA,SCROSATI LUIGI,6488.0,1.0
VIA,SEBASTIANO DEL PIOMBO,6397.0,6.0
VIA,SEBENICO,1131.0,3.0
VIA,SEBETO,6167.0,1.0
VIA,SEBINO,4092.0,2.0
VIA,SELLA QUINTINO,724.0,1.0
VIA,SENATO,236.0,6.0
VIA,SERAO MATILDE,6241.0,2.0
VIA,SERCOGNANI GIUSEPPE,7281.0,2.0
VIA,SERLIO SEBASTIANO,4176.0,1.0
VIA,SERLIO SEBASTIANO,4157.0,1.0
VIA,SETTALA LODOVICO,2111.0,3.0
VIA,SETTEMBRINI LUIGI,2127.0,7.0
VIA,SFORZA ASCANIO,5201.0,1.0
VIA,SIGIERI GOFFREDO,4080.0,3.0
VIA,SILVA GUGLIELMO,6400.0,6.0
VIA,SIMONETTA CICCO,5168.0,1.0
VIA,SIRTORI GIUSEPPE,2180.0,3.0
VIA,SISMONDI GIANCARLO,3256.0,5.0
VIA,SLATAPER SCIPIO,1348.0,2.0
VIA,SMAREGLIA ANTONIO,3284.0,1.0
VIA,SODERINI LUIGI,6675.0,5.0
VIA,SOLARI ANDREA,5111.0,12.0
VIA,SOLARI ANDREA,5389.0,1.0
VIA,SOLARI ANDREA,5132.0,1.0
VIA,SOLAROLI PAOLO,4254.0,1.0
VIA,SOLFERINO,1028.0,10.0
VIA,SOMMACAMPAGNA,1225.0,1.0
VIA,SONNINO SIDNEY,7262.0,1.0
VIA,SOPERGA,2262.0,1.0
VIA,SOTTOCORNO PASQUALE,3152.0,5.0
VIA,SPADARI,518.0,1.0
VIA,SPALLANZANI LAZZARO,2153.0,3.0
VIA,SPARTACO,3186.0,4.0
VIA,SPONTINI GASPARE,2141.0,3.0
VIA,STAMIRA D'ANCONA,2337.0,1.0
VIA,STAMPA,538.0,2.0
VIA,STATUTO,1029.0,3.0
VIA,STAZIO CECILIO,2280.0,2.0
VIA,STENDHAL ENRICO,5135.0,1.0
VIA,STEPHENSON GIORGIO,7456.0,1.0
VIA,STOPPANI ANTONIO,2163.0,5.0
VIA,STRADELLA ALESSANDRO,2170.0,1.0
VIA,STRADIVARI ANTONIO,2239.0,1.0
VIA,STRAMBIO GAETANO,3168.0,3.0
VIA,STRESA,1396.0,1.0
VIA,STRIGELLI GAETANO,3214.0,1.0
VIA,STROMBOLI,6099.0,1.0
VIA,SULMONA,4180.0,2.0
VIA,TABACCHI ODOARDO,5223.0,1.0
VIA,TADINO ALESSANDRO,2109.0,9.0
VIA,TAGIURA,6125.0,1.0
VIA,TAGLIAMENTO,4147.0,2.0
VIA,TAJANI FILIPPO,3235.0,4.0
VIA,TALLONE CESARE,3309.0,1.0
VIA,TANTARDINI ANTONIO,5224.0,1.0
VIA,TAORMINA,1331.0,2.0
VIA,TARAMELLI TORQUATO,1164.0,2.0
VIA,TARRA GIULIO,1198.0,4.0
VIA,TARTINI GIUSEPPE,1501.0,5.0
VIA,TARTINI GIUSEPPE,6733.0,1.0
VIA,TARTINI GIUSEPPE,1328.0,1.0
VIA,TAVAZZANO,7335.0,3.0
VIA,TEANO,1632.0,5.0
VIA,TELLINI ENRICO,7225.0,1.0
VIA,TENCA CARLO,2118.0,3.0
VIA,TEODOSIO,2550.0,15.0
VIA,TERAMO,5365.0,3.0
VIA,TERMOPILI,2297.0,1.0
VIA,TERRAGGIO,644.0,1.0
VIA,TERRUGGIA GIOVANNI,1533.0,2.0
VIA,TERTULLIANO,4094.0,2.0
VIA,TESSA DELIO,1020.0,1.0
VIA,TEULIE' PIETRO,4040.0,2.0
VIA,THAON DI REVEL GENOVA,1172.0,1.0
VIA,TIEPOLO GIAN BATTISTA,3126.0,1.0
VIA,TIRABOSCHI GEROLAMO,4072.0,4.0
VIA,TIRSO,4230.0,1.0
VIA,TITO LIVIO,4086.0,10.0
VIA,TIVOLI,712.0,1.0
VIA,TIZIANO VECELLIO,6380.0,2.0
VIA,TOLMEZZO,2650.0,1.0
VIA,TOLMEZZO,2659.0,1.0
VIA,TOLSTOI LEONE,5133.0,6.0
VIA,TOLSTOI LEONE,6675.0,1.0
VIA,TONOLI RITA,6136.0,1.0
VIA,TORINO,543.0,3.0
VIA,TORRE CARLO,5271.0,2.0
VIA,TORRIANI NAPO,2126.0,3.0
VIA,TORRICELLI EVANGELISTA,5240.0,4.0
VIA,TORTONA,5124.0,1.0
VIA,TOSCOLANO,3362.0,1.0
VIA,TOSELLI PIETRO,2360.0,1.0
VIA,TOSI FRANCO,5296.0,1.0
VIA,TRAIANO MARCO ULPIO,7157.0,7.0
VIA,TRAU',1154.0,2.0
VIA,TRECCANI DEGLI ALFIERI GIOVANNI,5462.0,1.0
VIA,TRENNO,6491.0,1.0
VIA,TRIESTE,6261.0,3.0
VIA,TRILUSSA,7367.0,1.0
VIA,TRINCEA DELLE FRASCHE,5173.0,2.0
VIA,TRIVULZIO ANTONIO TOLOMEO,6277.0,3.0
VIA,TURATI FILIPPO,1053.0,3.0
VIA,UBERTI GIULIO,3121.0,2.0
VIA,UCCELLO PAOLO,6421.0,1.0
VIA,UGONI CAMILLO,1282.0,1.0
VIA,URBANO III,588.0,2.0
VIA,VAL BAVONA,6664.0,1.0
VIA,VAL CISMON,1666.0,1.0
VIA,VAL D'INTELVI,6752.0,1.0
VIA,VAL DI BONDO,1648.0,4.0
VIA,VAL DI LEDRO,1532.0,2.0
VIA,VAL DI SOLE,4295.0,5.0
VIA,VAL GARDENA,2304.0,1.0
VIA,VAL LEVENTINA,6507.0,1.0
VIA,VAL MAIRA,1098.0,3.0
VIA,VAL MESOLCINA,4194.0,2.0
VIA,VAL TROMPIA,7494.0,9.0
VIA,VALENZA,5121.0,1.0
VIA,VALFURVA,1168.0,4.0
VIA,VALLA LORENZO,5336.0,4.0
VIA,VALLARSA,4142.0,1.0
VIA,VALLAZZE,2250.0,7.0
VIA,VALLE ANTRONA,6807.0,1.0
VIA,VALLE ISORNO,6792.0,1.0
VIA,VALPARAISO,6093.0,3.0
VIA,VALTELLINA,1188.0,2.0
VIA,VANNUCCI ATTO,4056.0,2.0
VIA,VANVITELLI LUIGI,3108.0,2.0
VIA,VARANINI LUIGI,2288.0,5.0
VIA,VARE' GIOVANNI BATTISTA,1245.0,2.0
VIA,VARESE,1031.0,4.0
VIA,VARESINA,7290.0,3.0
VIA,VEGLIA,1337.0,1.0
VIA,VENEZIANO DOMENICO,4190.0,1.0
VIA,VENIERO SEBASTIANO,6423.0,1.0
VIA,VENINI GIULIO E CORRADO,2258.0,10.0
VIA,VENINI GIULIO E CORRADO,2153.0,1.0
VIA,VENOSA,4097.0,1.0
VIA,VERATTI LUIGI,7374.0,1.0
VIA,VERDI GIUSEPPE,118.0,1.0
VIA,VERGA ANDREA,6200.0,1.0
VIA,VERGATO,1555.0,2.0
VIA,VERITA' DON GIOVANNI,1469.0,3.0
VIA,VERRAZZANO GIOVANNI,2519.0,1.0
VIA,VERRO BERNARDINO,4223.0,4.0
VIA,VERTOIBA,3212.0,1.0
VIA,VESPRI SICILIANI,5137.0,3.0
VIA,VESPRI SICILIANI,5133.0,1.0
VIA,VETERE,5185.0,1.0
VIA,VETTABBIA,5187.0,1.0
VIA,VICO GIAN BATTISTA,6219.0,1.0
VIA,VIGEVANO,5116.0,7.0
VIA,VIGNA,636.0,1.0
VIA,VIGNATI CESARE,1515.0,1.0
VIA,VIGNOLA,4054.0,1.0
VIA,VIGNOLI TITO,5134.0,3.0
VIA,VILLORESI EUGENIO,5145.0,4.0
VIA,VIMINALE,2568.0,1.0
VIA,VIOTTI GIOVANNI BATTISTA,2581.0,1.0
VIA,VIPACCO,2444.0,4.0
VIA,VISCONTI ALEX,7529.0,2.0
VIA,VISCONTI D'ARAGONA ALESSANDRO,3229.0,1.0
VIA,VISCONTI DI MODRONE UBERTO,361.0,2.0
VIA,VITRUVIO,2134.0,11.0
VIA,VITTADINI CARLO,4055.0,2.0
VIA,VITTANI GIOVANNI,7350.0,2.0
VIA,VITTORINI ELIO,3379.0,2.0
VIA,VIVAIO,3041.0,1.0
VIA,VIVIANI VINCENZO,1185.0,1.0
VIA,VODICE,6552.0,2.0
VIA,VOLTA ALESSANDRO,1018.0,4.0
VIA,VOLTURNO,1135.0,1.0
VIA,VOLVINIO,5333.0,7.0
VIA,WASHINGTON GIORGIO,6111.0,19.0
VIA,WASHINGTON GIORGIO,6555.0,1.0
VIA,WATT GIACOMO,5292.0,4.0
VIA,WITTGENS FERNANDA,597.0,1.0
VIA,ZAMBALDI SILVIO,2689.0,1.0
VIA,ZAMENHOF LUDOVICO LAZZARO,5226.0,3.0
VIA,ZANELLA GIACOMO,3257.0,5.0
VIA,ZANELLA GIACOMO,4086.0,1.0
VIA,ZANOLI ALESSANDRO,1548.0,3.0
VIA,ZANTE,3364.0,2.0
VIA,ZECCA VECCHIA,565.0,1.0
VIA,ZEZON ACHILLE,1194.0,1.0
VIA,ZUCCOLI LUCIANO,1254.0,1.0
VIA,ZUMBINI BONAVENTURA,5302.0,1.0
VIA,ZURETTI GIANFRANCO,1216.0,8.0
VIA,ZURIGO,6318.0,1.0
VIE,DELLA ROBBIA LUCA,6349.0,2.0
VLE,ABRUZZI,2177.0,13.0
VLE,AFFORI,1545.0,2.0
VLE,ARETUSA,6565.0,6.0
VLE,ARGONNE,3254.0,6.0
VLE,BACCHIGLIONE,4171.0,2.0
VLE,BEATRICE D'ESTE,4048.0,3.0
VLE,BEZZI ERGISTO,6272.0,5.0
VLE,BIANCA MARIA,3050.0,2.0
VLE,BLIGNY,4045.0,11.0
VLE,BODIO LUIGI,1237.0,2.0
VLE,BRENTA,4151.0,4.0
VLE,BRIANZA,2263.0,5.0
VLE,CA' GRANDA,1443.0,3.0
VLE,CALDARA EMILIO,4036.0,2.0
VLE,CAMPANIA,3100.0,8.0
VLE,CASSALA,5275.0,3.0
VLE,CASSIODORO,6359.0,2.0
VLE,CATERINA DA FORLI',6611.0,6.0
VLE,CERTOSA,7174.0,19.0
VLE,CIRENE,4085.0,1.0
VLE,COL DI LANA,5198.0,6.0
VLE,CONI ZUGNA,5110.0,11.0
VLE,CORSICA,3262.0,16.0
VLE,CRISPI FRANCESCO,1063.0,3.0
VLE,D'ANNUNZIO GABRIELE,5170.0,3.0
VLE,DEI MILLE,3115.0,1.0
VLE,DELL' INNOVAZIONE,1731.0,1.0
VLE,DELLE RIMEMBRANZE DI GRECO,1412.0,4.0
VLE,DELLE RIMEMBRANZE DI LAMBRATE,2664.0,1.0
VLE,DORIA ANDREA,2230.0,7.0
VLE,ESPINASSE CARLO,7390.0,4.0
VLE,ETIOPIA,6131.0,2.0
VLE,FAENZA,5350.0,2.0
VLE,FAMAGOSTA,5353.0,8.0
VLE,FORLANINI ENRICO,4157.0,1.0
VLE,FORLANINI ENRICO,4147.0,1.0
VLE,GIAN GALEAZZO,5196.0,1.0
VLE,GIOVANNI DA CERMENATE,5261.0,4.0
VLE,GORIZIA,5156.0,1.0
VLE,GRAN SASSO,2243.0,5.0
VLE,ISONZO,4211.0,1.0
VLE,JENNER EDOARDO,1230.0,5.0
VLE,LANCETTI VINCENZO,1221.0,1.0
VLE,LAZIO,4089.0,2.0
VLE,LEGIONI ROMANE,6649.0,4.0
VLE,LIGURIA,5264.0,3.0
VLE,LOMBARDIA,2400.0,5.0
VLE,LUCANIA,4173.0,6.0
VLE,LUNIGIANA,1214.0,2.0
VLE,MAJNO LUIGI,2178.0,1.0
VLE,MARTINI ENRICO,4175.0,1.0
VLE,MOLISE,3178.0,4.0
VLE,MONTE CENERI,7176.0,6.0
VLE,MONTE NERO,3062.0,14.0
VLE,MONTELLO,7126.0,3.0
VLE,MONZA,2274.0,40.0
VLE,MONZA,2287.0,1.0
VLE,MONZA,2275.0,1.0
VLE,MONZA,1170.0,1.0
VLE,MURILLO S.B.,6551.0,2.0
VLE,ORIONE DON LUIGI,2378.0,3.0
VLE,PAPINIANO,5097.0,3.0
VLE,PASUBIO,1112.0,3.0
VLE,PIAVE,2179.0,4.0
VLE,PICENO,3114.0,4.0
VLE,PISA,6615.0,5.0
VLE,PREMUDA,3063.0,1.0
VLE,RANZONI DANIELE,6297.0,5.0
VLE,RAPISARDI MARIO,1656.0,1.0
VLE,REGINA GIOVANNA,2157.0,4.0
VLE,REGINA MARGHERITA,3059.0,3.0
VLE,RODI,1623.0,2.0
VLE,ROMAGNA,3102.0,7.0
VLE,ROMAGNA,2571.0,1.0
VLE,ROMOLO,5284.0,1.0
VLE,SABOTINO,4046.0,10.0
VLE,SABOTINO,5205.0,1.0
VLE,SAN GIMIGNANO,6613.0,6.0
VLE,SAN MICHELE DEL CARSO,6212.0,7.0
VLE,SARCA,1427.0,6.0
VLE,SAURO NAZARIO,1175.0,2.0
VLE,SERRA RENATO,6426.0,1.0
VLE,STEFINI EVARISTO,1405.0,2.0
VLE,STELVIO,1227.0,10.0
VLE,SUZZANI GIOVANNI,1446.0,9.0
VLE,TEODORICO,7163.0,1.0
VLE,TEODORICO,7160.0,1.0
VLE,TESTI FULVIO,1441.0,10.0
VLE,TIBALDI,5234.0,7.0
VLE,TORELLI LUIGI,1232.0,1.0
VLE,TROYA CARLO,5140.0,4.0
VLE,TUNISIA,2121.0,6.0
VLE,UMBRIA,3145.0,20.0
VLE,UNGHERIA,3357.0,3.0
VLE,VIGLIANI PAOLO ONORATO,6422.0,1.0
VLE,VITTORIO VENETO,2107.0,4.0
VLE,ZARA,1170.0,10.0
VLO,GIARDINO,148.0,1.0
VLO,SANTA MARIA VALLE,534.0,1.0
